budget,genre,keyword,original_language,production,release_date,country,runtime,revenue,status,title,vote_average,vote_count
50000000,Crime,detective,en,Castle Rock Entertainment,19-04-02,US,120,56714147,Released,Murder by Numbers,6,268
50000000,Action,competition,en,Silver Pictures,06-10-95,FR,132,30303072,Released,Assassins,6,387
50000000,Crime,winter,en,Ingenious Film Partners,06-02-07,GB,121,82169884,Released,Hannibal Rising,6,654
50000000,Comedy,love of one's life,en,Universal Pictures,13-10-99,US,95,58900031,Released,The Story of Us,5.9,75
44000000,Action,based on novel,en,Nick Wechsler Productions,22-03-13,US,125,63327201,Released,The Host,6,1817
50000000,Action,drug addiction,en,Intermedia Films,18-04-03,US,98,42792561,Released,Basic,6.2,286
50000000,Crime,houseboat,en,Malpaso Productions,04-08-02,US,110,26199517,Released,Blood Work,6.1,206
50000000,Drama,duringcreditsstinger,en,Studio Babelsberg,03-02-09,DE,118,60161391,Released,The International,6,368
50000000,Action,prison,en,Paramount Pictures,09-08-96,US,97,42277365,Released,Escape from L.A.,5.6,373
70000000,Adventure,cold war,en,Warner Bros. Animation,06-08-99,US,86,23159305,Released,The Iron Giant,7.6,1436
50000000,Adventure,ocean,en,Touchstone Pictures,10-12-04,US,119,34808403,Released,The Life Aquatic with Steve Zissou,7.1,775
50000000,War,slavery,en,Larger Than Life Productions,24-06-16,US,139,25035950,Released,Free State of Jones,6.6,428
50000000,Drama,prison,en,Mikona Productions GmbH & Co. KG,21-02-03,DE,130,38955598,Released,The Life of David Gale,7.3,480
40000000,Comedy,,en,Revolution Studios,25-02-05,US,100,0,Released,Man of the House,5.4,120
50000000,Action,hitman,en,Vertigo Entertainment,11-03-15,US,114,71561644,Released,Run All Night,6.3,1148
51500000,Thriller,london england,en,BBC Films,14-09-07,GB,100,55112356,Released,Eastern Promises,7.2,848
50000000,Action,diving,en,Columbia Pictures Corporation,30-09-05,US,110,44434439,Released,Into the Blue,5.8,458
60000000,Adventure,schizophrenia,fr,Columbia Pictures,18-10-99,FR,148,66976317,Released,The Messenger: The Story of Joan of Arc,6.2,367
49900000,Comedy,kidnapping,en,Universal Pictures,08-04-11,US,102,26121638,Released,Your Highness,5.2,501
50000000,Drama,house fire,en,Cliffjack Motion Pictures,30-09-11,CA,84,38502340,Released,Dream House,5.8,391
50000000,Action,journalist,en,Warner Bros.,07-11-97,US,114,10541523,Released,Mad City,5.9,81
50000000,Action,baby,en,Twentieth Century Fox Film Corporation,01-07-94,US,99,16671505,Released,Baby's Day Out,5.8,274
50000000,Drama,based on novel,en,Hollywood Pictures,13-10-95,US,135,10382407,Released,The Scarlet Letter,5.5,108
22000000,Drama,cia,en,River Road Entertainment,20-05-10,US,108,24188922,Released,Fair Game,6.5,235
50000000,Action,bounty hunter,en,New Line Cinema,22-09-05,FR,127,22944502,Released,Domino,6,444
50000000,Action,callgirl,en,Paramount Pictures,13-10-95,US,95,9851610,Released,Jade,5.2,44
50000000,Action,dystopia,en,Lakeshore Entertainment,03-09-09,US,95,40828540,Released,Gamer,5.6,760
60000000,Fantasy,civil war,en,Alcon Entertainment,13-02-13,US,124,60052138,Released,Beautiful Creatures,5.6,984
55000000,Comedy,corruption,en,Senator Film Produktion,28-03-02,DE,109,0,Released,Death to Smoochy,5.9,132
50000000,Comedy,stupidity,en,Scott Rudin Productions,06-02-16,US,100,55969000,Released,Zoolander 2,4.7,797
50000000,Comedy,hotel,en,Shangri-La Entertainment,30-01-04,US,88,6808550,Released,The Big Bounce,5,76
60000000,Comedy,noises,en,Columbia Pictures,03-03-00,US,105,0,Released,What Planet Are You From?,5.4,37
50000000,Fantasy,bone,en,Summit Entertainment,24-02-11,US,105,28931401,Released,Drive Angry,5.3,600
50000000,Action,martial arts,en,Twentieth Century Fox Film Corporation,27-02-09,CA,97,12764201,Released,Street Fighter: The Legend of Chun-Li,3.9,112
49000000,Action,dual identity,en,Columbia Pictures,02-11-01,US,87,72700000,Released,The One,5.7,437
49000000,Action,rock and roll,en,Twentieth Century Fox Film Corporation,11-07-90,US,104,20423389,Released,The Adventures of Ford Fairlane,6.2,71
50000000,Drama,great britain,en,Universal Pictures,01-04-09,DE,116,36348784,Released,The Boat That Rocked,7.2,666
48000000,Thriller,usa,en,USA Films,27-12-00,DE,147,207515725,Released,Traffic,6.9,562
48000000,Adventure,saving the world,en,Lucasfilm,24-05-89,US,127,474171806,Released,Indiana Jones and the Last Crusade,7.6,3152
0,Drama,based on novel,en,Universal Pictures,06-09-12,FR,130,68929150,Released,Anna Karenina,6.5,639
49000000,Crime,artificial intelligence,en,Columbia Pictures,04-03-15,MX,120,104399548,Released,Chappie,6.6,3062
73000000,Drama,paraplegic,en,Universal Pictures,04-11-99,US,118,151493655,Released,The Bone Collector,6.5,826
48000000,Crime,burglar,en,Hofflund/Polone,29-03-02,US,111,196397415,Released,Panic Room,6.5,1267
0,Horror,gore,de,,08-08-06,,0,0,Released,The Tooth Fairy,4.3,13
75000000,Action,gold,en,Village Roadshow Pictures,27-09-99,US,114,108000000,Released,Three Kings,6.6,692
50000000,Crime,based on novel,en,Summit Entertainment,15-03-15,GB,137,3324330,Released,Child 44,6.1,547
48000000,Adventure,casino,en,Paramount Pictures,30-07-01,CA,112,85498534,Released,Rat Race,6,518
48000000,Drama,robbery,en,Intermedia Films,22-10-01,DE,120,50315140,Released,K-PAX,7.1,695
0,Comedy,lover (female),en,Miramax Films,25-12-01,US,118,0,Released,Kate & Leopold,6,418
48000000,Fantasy,love of one's life,en,Twentieth Century Fox Film Corporation,19-10-00,US,93,90383208,Released,Bedazzled,5.6,512
58000000,Music,jazz,en,Orion Pictures,14-12-84,US,127,25928721,Released,The Cotton Club,6.6,68
55000000,Western,saloon,en,Tree Line Films,06-09-07,US,122,70016220,Released,3:10 to Yuma,6.9,1188
48000000,Thriller,revenge,en,Twentieth Century Fox Film Corporation,16-12-14,FR,109,325771424,Released,Taken 3,6.1,2200
48000000,Romance,journalist,en,Universal Pictures,26-06-98,US,123,77745568,Released,Out of Sight,6.5,333
47000000,Comedy,prison,en,Columbia Pictures Corporation,10-06-96,US,96,102825796,Released,The Cable Guy,5.7,594
0,Drama,based on novel,hi,Cracking the Earth Films,16-09-98,CA,101,528972,Released,Earth,6.6,9
47000000,Adventure,corruption,en,Touchstone Pictures,15-06-90,US,103,103738726,Released,Dick Tracy,5.9,251
48000000,Drama,martinique,en,Irish Dreamtime,06-08-99,US,113,124305181,Released,The Thomas Crown Affair,6.6,339
48000000,Comedy,baby,en,Columbia Pictures,19-10-01,US,132,35743308,Released,Riding in Cars with Boys,6.5,103
15000000,Action,prison,en,Orion Pictures,22-10-82,US,93,125212904,Released,First Blood,7.2,1488
0,Drama,1970s,ru,Mosfilm,20-03-72,RU,167,0,Released,Solaris,7.7,357
47000000,Animation,dwarves,en,Vanguard Films,14-09-06,DE,75,38085778,Released,Happily N'Ever After,4.6,104
47000000,Drama,servant,en,TriStar Pictures,23-02-96,US,104,12379402,Released,Mary Reilly,5.7,74
38000000,Comedy,karaoke,en,TriStar Pictures,19-06-97,US,105,299288605,Released,My Best Friend's Wedding,6.3,584
0,Comedy,film business,en,Columbia Pictures,17-07-01,US,102,0,Released,America's Sweethearts,5.5,252
46000000,Crime,detective,en,Section Eight,24-05-02,US,118,113714830,Released,Insomnia,6.8,1148
46000000,Science Fiction,federation,en,Paramount Pictures,21-11-96,US,111,150000000,Released,Star Trek: First Contact,7,661
47000000,Action,gunslinger,en,Warner Bros.,18-06-10,US,80,10539000,Released,Jonah Hex,4.4,420
46000000,Drama,gulf war,en,Fox 2000 Pictures,04-07-96,US,117,100860818,Released,Courage Under Fire,6.2,232
45000000,Comedy,california,en,Imagine Entertainment,21-03-97,US,86,181000000,Released,Liar Liar,6.4,1424
25000000,Crime,undercover,en,Good Films,13-07-16,GB,127,15436808,Released,The Infiltrator,6.6,573
46000000,Drama,,en,Metro-Goldwyn-Mayer (MGM),04-05-81,KR,140,5200000,Released,Inchon,6.5,2
46000000,Fantasy,manager,en,Universal Pictures,26-05-94,US,91,341631208,Released,The Flintstones,5,543
45000000,Action,kidnapping,en,Twentieth Century Fox Film Corporation,27-09-12,FR,91,376141306,Released,Taken 2,6.1,2757
48000000,Comedy,horror spoof,en,Dimension Films,24-10-03,US,84,220673217,Released,Scary Movie 3,5.8,912
45000000,Comedy,undercover agent,en,Village Roadshow Pictures,14-12-00,US,111,212000000,Released,Miss Congeniality,6.1,961
45000000,Action,volcano,en,New Line Cinema,10-07-08,US,93,101702060,Released,Journey to the Center of the Earth,5.8,1309
40000000,Comedy,coronation,en,Walt Disney Pictures,06-08-04,US,113,95149435,Released,The Princess Diaries 2: Royal Engagement,6,697
45000000,Drama,judge,en,Warner Bros.,16-12-93,US,141,195268056,Released,The Pelican Brief,6.3,371
45000000,Drama,suicide,en,Regency Enterprises,20-07-94,US,119,117615211,Released,The Client,6.4,278
45000000,Drama,africa,en,Two Ton Films,25-12-07,US,97,175372502,Released,The Bucket List,7,1111
45000000,Drama,assassination,en,Paramount Pictures,04-06-92,US,117,178051587,Released,Patriot Games,6.3,433
43000000,Romance,bad mother-in-law,en,New Line Cinema,13-05-05,US,101,154749918,Released,Monster-in-Law,5.6,406
46000000,Drama,pennsylvania,en,Alcon Entertainment,18-09-13,US,153,122126687,Released,Prisoners,7.9,3085
45000000,Action,police brutality,en,Village Roadshow Pictures,05-10-01,AU,122,104876233,Released,Training Day,7.3,1634
45000000,Comedy,space battle,en,DreamWorks SKG,23-12-99,US,102,90683916,Released,Galaxy Quest,6.9,710
45000000,Comedy,sex,en,Gold/Miller Productions,04-07-01,CA,83,141220678,Released,Scary Movie 2,5.4,982
45000000,Comedy,musical,en,Walt Disney Pictures,22-11-11,US,103,165184237,Released,The Muppets,6.5,501
45000000,Horror,suicide,en,New Line Cinema,21-08-98,US,120,131183530,Released,Blade,6.5,1905
30000000,Drama,black people,en,Paramount Pictures,14-01-05,DE,136,76669806,Released,Coach Carter,7.3,496
45000000,Action,new york,en,Paramount Pictures,07-04-02,US,89,94935764,Released,Changing Lanes,5.9,299
45000000,Adventure,amazon,en,Columbia Pictures Corporation,11-04-97,BR,89,136885767,Released,Anaconda,4.7,610
45000000,Comedy,bar,en,Jerry Bruckheimer Films,30-07-00,US,100,113916474,Released,Coyote Ugly,5.8,575
40000000,Comedy,london england,en,Universal Pictures,07-09-03,GB,135,244931766,Released,Love Actually,7,1869
120000000,Adventure,winter,en,Walt Disney Pictures,25-11-98,US,95,363258859,Released,A Bug's Life,6.8,2303
35000000,Horror,loss of family,en,Twentieth Century Fox Film Corporation,19-10-01,CZ,122,74558115,Released,From Hell,6.6,741
45000000,Action,explosive,en,Jerry Weintraub Productions,07-10-94,PE,110,170362582,Released,The Specialist,5.5,313
45000000,Comedy,lover (female),en,Regency Enterprises,16-08-96,US,135,53854588,Released,Tin Cup,5.9,150
0,Comedy,nurse,en,Desilu Productions,24-04-68,US,111,0,Released,"Yours, Mine and Ours",6.2,26
45000000,Romance,father son relationship,en,Universal Pictures,13-05-05,US,95,56070433,Released,Kicking & Screaming,5.6,176
50000000,Adventure,bureaucracy,en,Spyglass Entertainment,15-01-05,US,109,104478416,Released,The Hitchhiker's Guide to the Galaxy,6.6,1315
0,Comedy,,en,Twentieth Century Fox Film Corporation,12-12-04,US,93,0,Released,Fat Albert,4.3,69
45000000,Horror,clone,en,Impact Pictures,20-09-07,AU,94,148412065,Released,Resident Evil: Extinction,6.1,1292
40000000,Comedy,africa,en,Happy Madison Productions,21-05-14,US,117,123494610,Released,Blended,6.6,1006
45000000,Adventure,,en,Paramount Pictures,13-01-06,US,112,38399961,Released,Last Holiday,6.4,119
45000000,Action,river,en,Universal Pictures,30-09-94,US,111,0,Released,The River Wild,6.1,210
45000000,Adventure,cupboard,en,Paramount Pictures,14-07-95,US,96,0,Released,The Indian in the Cupboard,5.9,134
45000000,Crime,widow,en,Ixtlan,06-07-12,US,131,82966152,Released,Savages,6.2,766
25000000,Action,bank,en,New Line Cinema,06-09-04,DE,94,56422687,Released,Cellular,6.1,537
40000000,Adventure,spy,en,Universal Pictures,06-04-03,FR,88,160583018,Released,Johnny English,6,852
50000000,Fantasy,ant,en,Playtone,27-07-06,US,88,55181129,Released,The Ant Bully,5.5,366
40000000,Action,prophecy,en,Dino De Laurentiis Company,14-12-84,US,137,30925690,Released,Dune,6.5,562
0,Adventure,riot,en,Revolution Studios,14-09-07,US,133,0,Released,Across the Universe,7.1,410
35000000,Drama,adultery,en,DreamWorks SKG,19-12-08,GB,119,75225693,Released,Revolutionary Road,6.7,796
55000000,Action,mission of murder,en,Donners' Company,01-03-06,US,105,65664721,Released,16 Blocks,6.2,661
70000000,Action,submarine,en,StudioCanal,20-08-08,FR,101,72108608,Released,Babylon A.D.,5.4,676
45000000,Action,secret agent,en,Warner Bros.,04-10-96,US,92,0,Released,The Glimmer Man,4.7,100
45000000,Comedy,clone,en,Columbia Pictures Corporation,19-07-96,US,117,0,Released,Multiplicity,5.5,154
45000000,Adventure,alien,en,Twentieth Century Fox Film Corporation,31-07-09,CA,86,57881056,Released,Aliens in the Attic,5.3,244
35000000,Crime,promise,en,Epsilon Motion Pictures,09-01-01,US,123,29400000,Released,The Pledge,6.5,215
45000000,Comedy,cheating,en,Sony Pictures,25-12-05,US,134,38058335,Released,The Producers,6.1,151
45000000,Adventure,secret identity,en,Paramount Pictures,06-06-96,AU,100,17300889,Released,The Phantom,4.7,136
57000000,Drama,dancing,en,Columbia Pictures,11-12-00,US,117,0,Released,All the Pretty Horses,5.8,60
44000000,History,usa president,en,Hollywood Pictures,22-12-95,US,192,13681765,Released,Nixon,7.1,71
45000000,Thriller,london england,en,Studio Babelsberg,12-02-10,DE,128,60222298,Released,The Ghost Writer,6.7,670
45000000,Adventure,ocean liner,en,Hollywood Pictures,30-01-98,CA,106,11203026,Released,Deep Rising,6,154
45000000,Drama,black people,en,Rai Cinema,15-09-08,IT,160,9323833,Released,Miracle at St. Anna,6.3,90
110,Action,poison,zh,Beijing New Picture Film Co. Ltd.,21-12-06,CN,114,0,Released,Curse of the Golden Flower,6.6,203
45000000,Action,assassin,en,Virtual Studios,21-08-08,US,99,42487390,Released,Bangkok Dangerous,5,332
40000000,Action,gadfly,en,Touchstone Pictures,05-04-02,US,85,8493890,Released,Big Trouble,6.3,80
45000000,Drama,sex,en,New Line Cinema,04-10-07,US,139,4607608,Released,Love in the Time of Cholera,6.4,81
45000000,Action,,en,Hollywood Pictures,31-01-97,US,103,2154540,Released,Shadow Conspiracy,4,11
45000000,Crime,buddhist monk,en,Universal Pictures,15-09-11,GB,101,160078586,Released,Johnny English Reborn,6,1007
65000000,Animation,supermarket,en,Threshold Entertainment,15-06-12,US,87,73706,Released,Foodfight!,2.3,28
44500000,Drama,cia,en,GK Films,11-10-12,US,120,232324128,Released,Argo,7.1,3423
44000000,Adventure,chicago,en,Warner Bros.,06-08-93,US,130,368875760,Released,The Fugitive,7.2,1220
40000000,Action,bounty hunter,en,Columbia Pictures,16-03-10,US,110,136000000,Released,The Bounty Hunter,5.5,858
44000000,Crime,child abuse,en,Propaganda Films,18-10-96,US,147,165615285,Released,Sleepers,7.3,715
44000000,Action,usa,en,TriStar Pictures,21-05-85,US,96,300400432,Released,Rambo: First Blood Part II,6.3,864
44000000,Drama,jurors,en,Columbia Pictures Corporation,02-02-96,US,118,0,Released,The Juror,5.5,89
2600000,Animation,italy,en,RKO Radio Pictures,23-02-40,US,88,84300000,Released,Pinocchio,6.9,1355
44000000,Action,montana,en,United Artists,19-11-80,US,219,3484331,Released,Heaven's Gate,6.4,55
50000000,Fantasy,budapest,en,Lakeshore Entertainment,12-01-06,US,106,111340801,Released,Underworld: Evolution,6.4,1528
40000000,Drama,london england,en,Twentieth Century Fox Film Corporation,10-11-15,GB,109,34227298,Released,Victor Frankenstein,5.6,685
43000000,Drama,upper class,en,Fountainbridge Films,21-12-00,US,136,80049764,Released,Finding Forrester,7,302
43000000,Comedy,alcoholism,en,Columbia Pictures,06-04-00,US,103,0,Released,28 Days,6,208
45000000,Action,martial arts,en,Canal Plus,02-02-05,FR,103,50871113,Released,Unleashed,6.6,518
43000000,Romance,roommate,en,Konrad Pictures,12-04-02,US,84,68696770,Released,The Sweetest Thing,5.3,280
42000000,Drama,fbi,en,Paramount Pictures,30-06-93,US,154,270248367,Released,The Firm,6.6,501
44000000,Drama,brother brother relationship,en,Universal Pictures,01-05-10,US,99,48190704,Released,Charlie St. Cloud,6.8,566
40000000,Action,poison,en,CBS Films,13-01-11,US,93,51070807,Released,The Mechanic,6.3,1045
42000000,Action,male friendship,en,Columbia Pictures,12-03-12,US,109,201585328,Released,21 Jump Street,6.7,4074
42000000,Romance,london england,en,Bookshop Productions,13-05-99,GB,124,363889678,Released,Notting Hill,7,1262
45000000,Animation,chicken,en,DreamWorks SKG,21-06-00,GB,84,224834564,Released,Chicken Run,6.5,1150
42000000,Comedy,beach,en,Jersey Films,16-01-04,US,90,171963386,Released,Along Came Polly,5.8,773
40000000,Comedy,role of women,en,Paramount Pictures,30-06-92,US,117,70100000,Released,Boomerang,5.4,134
43000000,Action,boston,en,Ingenious Film Partners,27-06-13,US,117,158674180,Released,The Heat,6.5,1575
31115000,Drama,ancient rome,en,Twentieth Century Fox Film Corporation,12-06-63,GB,248,71000000,Released,Cleopatra,6.7,146
0,Comedy,high school teacher,en,Columbia Pictures,11-10-12,US,105,73100172,Released,Here Comes the Boom,6,593
42000000,Drama,based on novel,en,Twentieth Century Fox Film Corporation,03-04-02,US,115,63781810,Released,High Crimes,6.1,184
42000000,Comedy,sex,en,TriStar Pictures,15-11-96,US,126,0,Released,The Mirror Has Two Faces,6.5,47
32000000,Drama,based on novel,en,Lakeshore Entertainment,25-01-02,US,119,55157539,Released,The Mothman Prophecies,6.1,305
42000000,Comedy,gay,en,Universal Pictures,08-07-09,US,83,0,Released,Brüno,5.4,518
32000000,Adventure,corruption,en,Eon Productions,07-07-89,GB,133,156167015,Released,Licence to Kill,5.9,541
42000000,Fantasy,winter,en,Appian Way,11-03-11,CA,100,89162162,Released,Red Riding Hood,5.6,922
60000000,Action,new york,en,New Line Cinema,01-03-01,DE,120,56359980,Released,15 Minutes,5.7,191
48000000,Adventure,saving the world,en,Hollywood Pictures,28-05-93,GB,104,20915465,Released,Super Mario Bros.,4,232
42000000,Crime,cold war,en,Saturn Films,16-09-05,FR,122,24127895,Released,Lord of War,7,1335
31000000,Drama,countryside,zh,Beijing New Picture Film Co. Ltd.,19-12-02,CN,99,177394432,Released,Hero,7.2,635
40000000,Action,bounty hunter,en,Lakeshore Entertainment,26-01-12,US,91,36893721,Released,One for the Money,5.3,388
44000000,Action,cia,en,Columbia Pictures,25-12-14,US,112,12342632,Released,The Interview,6.1,2304
42000000,Adventure,assassin,en,Boram Entertainment Inc.,02-12-10,NZ,100,11087569,Released,The Warrior's Way,6.3,136
33000000,Action,unemployment,fr,France 2 Cin\u00e9ma,28-10-09,FR,100,14000000,Released,Micmacs,6.8,148
41000000,Drama,individual,en,Imagine Entertainment,08-11-02,US,110,215000000,Released,8 Mile,6.8,1626
0,Adventure,animation,fr,Path\u00e9 Films,08-04-15,FR,100,0,Released,Why I Did (Not) Eat My Father,5.3,125
65000000,Adventure,poetry,en,Columbia Pictures Corporation,11-05-01,US,132,117487473,Released,A Knight's Tale,6.6,907
41000000,Thriller,detective,en,Living Films,15-08-03,HK,88,0,Released,The Medallion,5.3,281
40000000,Mystery,child abuse,en,Spyglass Entertainment,06-08-99,US,107,672806292,Released,The Sixth Sense,7.7,3147
42000000,Action,deception,en,Summit Entertainment,13-01-12,US,102,46221189,Released,Man on a Ledge,6.2,925
41000000,Comedy,helicopter,en,Ingenious Media,13-10-11,US,100,7448385,Released,The Big Year,5.6,248
8000000,Drama,flat,en,Columbia Pictures Corporation,22-06-84,US,126,90815558,Released,The Karate Kid,6.9,891
40000000,Drama,con artist,en,Columbia Pictures,12-12-13,US,138,251171807,Released,American Hustle,6.8,2807
40000000,Comedy,fictitious marriage,en,Touchstone Pictures,01-06-09,US,108,317375031,Released,The Proposal,6.7,1804
70000000,Crime,prison,en,Paramount Pictures,24-09-99,CA,105,177841558,Released,Double Jeopardy,6.2,278
40000000,Adventure,skateboarding,en,Universal Pictures,20-11-89,US,108,332000000,Released,Back to the Future Part II,7.4,3829
40000000,Action,artificial intelligence,en,Universal Pictures,14-07-14,FR,89,126546825,Released,Lucy,6.3,5878
40000000,Drama,based on novel,en,Focus Features,11-02-15,US,125,571006128,Released,Fifty Shades of Grey,5.2,3254
38000000,Action,video game,en,Dimension Films,25-07-03,US,84,197011982,Released,Spy Kids 3-D: Game Over,4.7,511
40000000,Crime,ku klux klan,en,Regency Enterprises,24-07-96,US,149,152266007,Released,A Time to Kill,7,509
40000000,Comedy,big family,en,Twentieth Century Fox Film Corporation,24-12-03,US,98,190212113,Released,Cheaper by the Dozen,6,699
40000000,Action,war,en,Universal Pictures,24-12-13,US,121,149295601,Released,Lone Survivor,7.4,1526
40000000,Comedy,baseball,en,Columbia Pictures Corporation,01-07-92,US,128,107458785,Released,A League of Their Own,6.7,354
40000000,Horror,london england,en,New Line Cinema,13-05-16,CA,134,320170008,Released,The Conjuring 2,7,1949
40000000,Drama,hacker,en,Columbia Pictures,30-09-10,US,120,224920315,Released,The Social Network,7.1,3391
40000000,Comedy,relationship,en,New Line Cinema,06-02-09,NL,129,177259441,Released,He's Just Not That Into You,6.2,959
45000000,Comedy,haunted house,en,Dimension Films,13-04-06,US,83,178262620,Released,Scary Movie 4,5.3,750
40000000,Horror,mask,en,Konrad Pictures,03-02-00,US,116,161834276,Released,Scream 3,5.7,736
40000000,Adventure,railroad robber,en,Universal Pictures,25-05-90,US,118,244527583,Released,Back to the Future Part III,7.1,2900
40000000,Comedy,prison,en,Gary Sanchez Productions,26-03-15,US,100,111811453,Released,Get Hard,5.9,944
40000000,Romance,adultery,en,American Zoetrope,13-11-92,US,128,215862692,Released,Dracula,7.1,1056
40000000,Romance,cooking,en,Columbia Pictures,06-08-09,US,123,129540499,Released,Julie & Julia,6.6,560
40000000,Drama,baseball,en,Warner Bros.,12-04-13,US,128,95020213,Released,42,6.8,787
40000000,Thriller,venice,en,Paramount Pictures,25-12-99,US,139,128798265,Released,The Talented Mr. Ripley,7,767
40000000,Comedy,friendship,en,New Line Cinema,12-11-14,US,110,169837010,Released,Dumb and Dumber To,5.4,1127
40000000,Adventure,expedition,en,Walt Disney Pictures,17-02-06,US,120,120455994,Released,Eight Below,6.7,542
35000000,Comedy,intern,en,Waverly Films,24-09-15,US,121,194564672,Released,The Intern,7.1,1881
40000000,Action,police,en,Universal Pictures,14-01-16,US,102,124827316,Released,Ride Along 2,6.1,555
40000000,Action,secret love,en,Morgan Creek Productions,25-09-92,US,112,75505856,Released,The Last of the Mohicans,7.1,732
40000000,Drama,black people,en,Universal Pictures,29-10-04,US,152,124731534,Released,Ray,7.2,467
40000000,Action,dystopia,en,Dimension Films,01-04-05,US,124,158733820,Released,Sin City,7.2,2691
40000000,Drama,bomb,en,Columbia Pictures,01-02-08,US,90,151161491,Released,Vantage Point,6.2,716
41000000,Comedy,poker,en,The Montecito Picture Company,20-03-09,US,105,91636986,Released,"I Love You, Man",6.5,515
40000000,Comedy,overweight,en,Twentieth Century Fox Film Corporation,01-11-01,US,114,141069860,Released,Shallow Hal,5.7,731
40000000,Drama,assassination,en,Camelot Productions,20-12-91,US,189,205405498,Released,JFK,7.5,502
40000000,Comedy,undercover,en,Twentieth Century Fox Film Corporation,26-01-06,US,99,138259062,Released,Big Momma's House 2,5.4,371
57000000,Action,kidnapping,en,DreamWorks SKG,01-03-01,MX,123,147845033,Released,The Mexican,5.8,441
20000000,Comedy,high school,en,New Line Cinema,11-03-09,US,102,136267476,Released,17 Again,6.1,1350
40000000,Comedy,infidelity,en,Twentieth Century Fox Film Corporation,16-04-14,US,109,196781193,Released,The Other Woman,6.2,1437
40000000,Horror,car race,en,New Line Cinema,26-08-09,US,82,186167139,Released,The Final Destination,5.4,831
40000000,Thriller,spy,en,DreamWorks SKG,15-10-15,IN,141,165478348,Released,Bridge of Spies,7.2,2583
40000000,Action,helicopter,en,Twentieth Century Fox Film Corporation,17-11-01,US,106,91753202,Released,Behind Enemy Lines,6,457
40000000,Comedy,aftercreditsstinger,en,Universal Pictures,04-06-10,US,109,90029656,Released,Get Him to the Greek,5.9,612
50000000,Drama,jealousy,en,Miramax Films,15-10-04,US,107,170128460,Released,Shall We Dance?,5.9,297
40000000,Comedy,defense industry,en,Universal Pictures,10-07-98,US,110,54682547,Released,Small Soldiers,6.2,511
40000000,Action,anti hero,en,New Line Cinema,31-07-97,US,96,87840042,Released,Spawn,5,336
35000000,Action,loss of lover,en,Spyglass Entertainment,23-01-02,US,131,75395048,Released,The Count of Monte Cristo,7.3,453
40000000,Crime,judge,en,Lakeshore Entertainment,17-03-11,US,119,85412898,Released,The Lincoln Lawyer,7,902
30000000,Action,taxi,en,Studio Babelsberg,16-02-11,FR,113,130786397,Released,Unknown,6.5,1265
40000000,Drama,competition,en,Warner Bros.,19-10-06,US,130,109676311,Released,The Prestige,8,4391
42000000,Comedy,prison,en,New Line Cinema,26-11-14,US,108,107670357,Released,Horrible Bosses 2,6.1,1536
40000000,Animation,spaceship,en,Rainmaker Entertainment,14-02-13,CA,89,74597643,Released,Escape from Planet Earth,5.7,332
40000000,Action,loss of family,en,Icon Productions,07-12-06,US,139,120175290,Released,Apocalypto,7.3,1221
40000000,Action,london england,en,United Artists,29-06-87,GB,130,191185897,Released,The Living Daylights,6.2,440
40000000,Action,hunter,en,Twentieth Century Fox Film Corporation,03-07-10,US,107,126248813,Released,Predators,6,1206
0,Comedy,court case,en,Universal Pictures,18-06-86,US,116,0,Released,Legal Eagles,5.8,51
40000000,Thriller,alcohol,en,Columbia Pictures Corporation,12-03-04,US,96,92913171,Released,Secret Window,6.4,972
40000000,Romance,chicago,en,Village Roadshow Pictures,16-06-06,US,99,114830111,Released,The Lake House,6.5,670
43000000,Drama,nurse,en,Universal Pictures,29-07-05,DE,104,91974818,Released,The Skeleton Key,6.4,573
0,Fantasy,green,en,Walt Disney Pictures,15-08-12,US,105,51854875,Released,The Odd Life of Timothy Green,6.5,386
40000000,Comedy,scotland,en,Columbia Pictures,02-05-08,GB,101,84601681,Released,Made of Honor,6,394
40000000,Music,biography,en,Warner Bros.,05-06-14,US,134,67347013,Released,Jersey Boys,6.8,255
40000000,Drama,jurors,en,Paramount Pictures,18-11-97,US,135,45916769,Released,The Rainmaker,6.7,235
40000000,Horror,amnesia,en,Columbia Pictures Corporation,21-11-03,US,98,141591324,Released,Gothika,5.8,629
36000000,Drama,cuba,en,DreamWorks SKG,03-12-97,US,155,74000000,Released,Amistad,6.8,316
40000000,Adventure,medicine,en,Hollywood Pictures,07-02-92,US,106,0,Released,Medicine Man,5.8,114
40000000,Fantasy,predator,en,Twentieth Century Fox Film Corporation,25-12-07,US,94,41797066,Released,Aliens vs Predator: Requiem,4.9,740
40000000,Comedy,family,en,Davis Entertainment,19-12-94,US,95,0,Released,Ri¢hie Ri¢h,5.4,415
65000000,Drama,new love,en,Lakeshore Entertainment,11-08-00,US,103,0,Released,Autumn in New York,5.7,135
40000000,Comedy,pop star,en,Village Roadshow Pictures,09-02-07,US,96,145896422,Released,Music and Lyrics,6.2,554
40000000,Adventure,san diego,en,Universal Pictures,14-02-11,US,104,97552050,Released,Paul,6.5,1789
40000000,Comedy,inventor,en,Paramount Pictures,19-12-12,US,95,41863726,Released,The Guilt Trip,5.4,284
40000000,Horror,sheriff,en,Dimension Films,11-04-11,US,111,97138686,Released,Scream 4,6.1,902
40000000,Thriller,pornography,en,Columbia Pictures Corporation,26-02-99,US,123,96618699,Released,8MM,6.1,474
